university,abbreviation,department_name,course_title,unit_count,professor,objective,prerequisite,required_skills,outcome,references,scores,description,projects,university_homepage,course_homepage,professor_homepage
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 553 - Risk Theory, 3,,, STAT 371 or equivalent. Note: Cannot be used for credit towards a thesis-based graduate program in the Department of Mathematical and Statistical Sciences.,,,,," Classical ruin theory, individual risk models, collective risk models, models for loss severity: parametric models, tail behavior, models for loss frequency, mixed Poisson models; compound Poisson models, convolutions and recursive methods, probability and moment generating functions. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403226,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 561 - Sample Survey Methodology, 3,,," STAT 361, 372, 471.",,,,," Review of basic sampling schemes: simple random sampling, and stratified random sampling, and systematic sampling. Multistage sampling schemes. Estimation of nonlinear parameters: ratios, regression coefficients, and correlation coefficients. Variance estimation techniques: linearization, BRR, jackknife, and bootstrap. Selected topics: model-based estimation, regression analysis from complex survey data. Relevant computer packages. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403228,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 562 - Discrete Data Analysis, 3,,, STAT 372 or 471.,,,,," Sampling models and methods of inference for discrete data. Maximum likelihood estimation for complete contingency tables, measures of association and agreement. Goodness-of-fit. Incomplete tables. Analysis of square tables; symmetry and marginal homogeneity. Model selection and closeness of fit; practical aspects. Chi-square tests for categorical data from complex surveys. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403229,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 566 - Methods of Statistical Inference, 3,,, STAT 471 or consent of Department.,,,,," An introduction to the theory of statistical inference. Topics to include exponential families and general linear models, likelihood, sufficiency, ancillarity, interval and point estimation, asymptotic approximations. Optional topics as time allows, may include Bayesian methods, Robustness, resampling techniques. This course is intended primarily for MSc students. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403230,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 568 - Design and Analysis of Experiments, 3,,, STAT 368 and a 400-level STAT course.,,,,," The general linear model. Fully randomized designs, one-way layout, multiple comparisons. Block designs, Latin squares. Factorial designs confounding, fractions. Nested designs, randomization restrictions. Response surface methodology. Analysis of covariance. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403231,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 571 - Probability and Measure, 3,,, STAT 471 and STAT 512 or their equivalents.,,,,," Measure and integration, Laws of Large Numbers, convergence of probability measures. Conditional expectation as time permits. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403232,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 575 - Multivariate Analysis, 3,,, STAT 372 and STAT 512.,,,,," The multivariate normal distribution, multivariate regression and analysis of variance, classification, canonical correlation, principal components, factor analysis. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403233,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 578 - Regression Analysis, 3,,, STAT 378 and a 400-level statistics course.,,,,," Multiple linear regression, ordinary and generalized least squares, partial and multiple correlation. Regression diagnostics, collinearity, model building. Nonlinear regression. Selected topics: robust and nonparametric regression, measurement error models. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403234,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 580 - Stochastic Processes, 3,,, STAT 471 or consent of Instructor.,,,,, Elements of stochastic processes. Discrete and continuous time Markov Chains; Birth and Death processes. Branching processes. Brownian Motion. General Stationary and Markov processes. Examples. ,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403235,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 590 - Statistical Consulting, 3,,,"analysis,",,,,,Data,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403236,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 600 - Reading in Statistics, 3,,,will,,,,,Students,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403237,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 637 - Statistical Methods for Applied Research III, 3,,, STAT 537 or equivalent or consent of the instructor. Cannot be used for credit towards a graduate program in Statistics.,,,,," Advanced statistical design and methods. Topics include sampling, multivariate techniques, survival analysis, power and sample size, linear and non linear regression, longitudinal and repeated measures data, and analysis of seasonal or time series data. Topics to be covered can be influenced by the registered researchers. Includes critical review and case studies with real data applications. Each researcher works on a project to present, highlighting the methods used in the project. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=405256,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 664 - Advanced Statistical Inference, 3,,, STAT 512 and 566.,,,,," Modern methods of statistical inference. Various versions of likelihood:  conditional, marginal, integrated, profile, partial, empirical. Estimating equations. Semi-parametric models. Foundational issues. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403238,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 665 - Asymptotic Methods in Statistical Inference, 3,,,  STAT 566 or 664 and 512 or the equivalent.,,,,," Approximation techniques and asymptotic methods in statistics. Topics may include second and higher order expansions, asymptotics of likelihood based estimation and testing. Edgeworth expansions, exponential tilting, asymptotic relative efficiency, U-, M-, L-, and R-estimation. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403239,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 900 - Directed Research Project, 6,,,only,,,,,Open,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403242,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 901 - Practicum in Statistics I, 1.5,,,only,,,,,Open,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403243,
Alberta University,UAlberta, Mathematical & Statistical Sci,				STAT 902 - Practicum in Statistics II, 1.5,,,only,,,,,Open,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403244,
Alberta University,UAlberta, Saint-Jean,				STATQ 151 - Introduction à la statistique appliquée I, 3,,,de,,,,,Collecte,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403245,
Alberta University,UAlberta, Surgery,				SURG 546 - General Surgery, 6,,,internship,,,,,Student,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403328,
Alberta University,UAlberta, Surgery,				SURG 556 - Specialty Surgery, 4,,,internship,,,,,Student,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403329,
Alberta University,UAlberta, Surgery,				SURG 530 - Directed Reading in Biology and Medicine, 3,,,and,,,,,Reading,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403330,
Alberta University,UAlberta, Surgery,				SURG 555 - Microvascular Surgery, 3,,, consent of Department.,,,,," The course reviews the fundamentals of microvascular surgery, and then allows supervised instruction in techniques including dissection, vascular anastomosis, mobilization of free flaps of vascularized tissue, transplantation and vein grafts. This course is intended for individuals with an extensive background in the theory and practice of surgery such as Surgery Residents and experienced researchers in the field. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403331,
Alberta University,UAlberta, Surgery,				SURG 570 - From Basic to Clinical Immunology, 3,,, consent of the Department.,,,,," This course will begin with the fundamentals of basic immunology to provide the basis for understanding subsequent clinical immunology lectures. Invited basic science and clinical professionals will also give a lecture on the application of immunology in clinical fields such as transplantation, immunodeficiency, and cancer, followed by a full class discussion. Topics will include: innate and acquired immunity, autoimmunity, transplantation immunology, immunodeficiency, hypersensitivity, tumor immunology, immunochemistry and vaccines. Common and new techniques used in Basic and Clinical Immunology research will also be covered. Intended for students with an advanced medical background. ",,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403332,
Alberta University,UAlberta, Surgery,				SURG 600 - Research Seminar, 2,,,weekly,,,,,A,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403333,
Alberta University,UAlberta, Modern Lang & Cultural Studies,				SWED 111 - Beginners’ Swedish I, 3,,,for,,,,,Intended,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403334,
Alberta University,UAlberta, Modern Lang & Cultural Studies,				SWED 112 - Beginners’ Swedish II, 3,,," SWED 111 or consent of Department. Note: not to be taken by students with native or near native proficiency, or with Swedish 30 or its equivalents in Canada and other countries. ",,,,, ,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403335,
Alberta University,UAlberta, Modern Lang & Cultural Studies,				SWED 211 - Intermediate Swedish I, 3,,, Swedish 30 (or equivalent) or SWED 112 or consent of Department. ,,,,, Intended to expand comprehension and production skills in written and oral Swedish with a focus on intercultural competence. ,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403336,
Alberta University,UAlberta, Modern Lang & Cultural Studies,				SWED 212 - Intermediate Swedish II, 3,,, SWED 211 or consent of Department. ,,,,, ,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403337,
Alberta University,UAlberta, Drama,				T DES 170 - Stagecraft, 3,,,techniques,,,,,Production,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403338,
Alberta University,UAlberta, Drama,				T DES 172 - Technical Drawing for Theatre Design, 3,,,in,,,,,Studies,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403340,
Alberta University,UAlberta, Drama,				T DES 173 - Studio Techniques for Theatre Design, 3,,, consent of Department.,,,,, Study and practice of the studio techniques employed in theatre design. Normally restricted to BFA in Drama (Production) students. ,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=404965,
Alberta University,UAlberta, Drama,				T DES 270 - Theatre Design I, 6,,,and,,,,,Study,,https://www.ualberta.ca/index.html,https://calendar.ualberta.ca/preview_course_nopop.php?catoid=36&coid=403341,
